Ano;ProcessoSeletivo;Curso;SiglaModalidadeVaga;ModalidadeVaga;Semestre;NrVagas
2018;SISU - Ingresso Edição 1;DESIGN DE PRODUTO - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;DESIGN DE PRODUTO - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2018;SISU - Ingresso Edição 1;DESIGN DE PRODUTO - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2018;SISU - Ingresso Edição 1;DESIGN VISUAL - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;3
2018;SISU - Ingresso Edição 1;DESIGN VISUAL - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;3
2018;SISU - Ingresso Edição 1;DESIGN VISUAL - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;DESIGN VISUAL - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;DESIGN VISUAL - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;DESIGN VISUAL - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;DESIGN VISUAL - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2018;SISU - Ingresso Edição 1;DESIGN VISUAL - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);AC/A0;Ampla Concorrência;1;12
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);AC/A0;Ampla Concorrência;2;12
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;2
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L1;Egresso de Escola Pública - Renda Inferior;2;1
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;2
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;2
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L3/L5;Egresso de Escola Pública;1;1
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L3/L5;Egresso de Escola Pública;2;2
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;2
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;2
2018;SISU - Ingresso Edição 1;EDUCAÇÃO FÍSICA - Licenciatura - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;8
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;8
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;2;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENFERMAGEM - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA AMBIENTAL - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;5
2018;SISU - Ingresso Edição 1;ENGENHARIA AMBIENTAL - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA AMBIENTAL - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA AMBIENTAL - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA AMBIENTAL - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA AMBIENTAL - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA AMBIENTAL - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CARTOGRÁFICA - Bacharelado - (Noturno);AC/A0;Ampla Concorrência;1;4
2018;SISU - Ingresso Edição 1;ENGENHARIA CARTOGRÁFICA - Bacharelado - (Noturno);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CARTOGRÁFICA - Bacharelado - (Noturno);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CARTOGRÁFICA - Bacharelado - (Noturno);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CARTOGRÁFICA - Bacharelado - (Noturno);L3/L5;Egresso de Escola Pública;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CARTOGRÁFICA - Bacharelado - (Noturno);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;12
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;12
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;2
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;2
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;2
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;2
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;2
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;2
2018;SISU - Ingresso Edição 1;ENGENHARIA CIVIL - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE ALIMENTOS - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;5
2018;SISU - Ingresso Edição 1;ENGENHARIA DE ALIMENTOS - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE ALIMENTOS - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE ALIMENTOS - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE ALIMENTOS - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE ALIMENTOS - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE COMPUTAÇÃO - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;4
2018;SISU - Ingresso Edição 1;ENGENHARIA DE COMPUTAÇÃO - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;5
2018;SISU - Ingresso Edição 1;ENGENHARIA DE COMPUTAÇÃO - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE COMPUTAÇÃO - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE COMPUTAÇÃO - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE COMPUTAÇÃO - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE COMPUTAÇÃO - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE COMPUTAÇÃO - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE COMPUTAÇÃO - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE COMPUTAÇÃO - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE COMPUTAÇÃO - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE CONTROLE E AUTOMAÇÃO - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;5
2018;SISU - Ingresso Edição 1;ENGENHARIA DE CONTROLE E AUTOMAÇÃO - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE CONTROLE E AUTOMAÇÃO - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE CONTROLE E AUTOMAÇÃO - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE CONTROLE E AUTOMAÇÃO - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE CONTROLE E AUTOMAÇÃO - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE ENERGIA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;4
2018;SISU - Ingresso Edição 1;ENGENHARIA DE ENERGIA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE ENERGIA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE ENERGIA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE ENERGIA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE ENERGIA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MATERIAIS - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;5
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MATERIAIS - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MATERIAIS - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MATERIAIS - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MATERIAIS - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MATERIAIS - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MATERIAIS - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MATERIAIS - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MINAS - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;4
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MINAS - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MINAS - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MINAS - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MINAS - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE MINAS - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;5
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;6
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA DE PRODUÇÃO - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;6
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;7
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA ELÉTRICA - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA FÍSICA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;5
2018;SISU - Ingresso Edição 1;ENGENHARIA FÍSICA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA FÍSICA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA FÍSICA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA FÍSICA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA FÍSICA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA FÍSICA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA HÍDRICA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;4
2018;SISU - Ingresso Edição 1;ENGENHARIA HÍDRICA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA HÍDRICA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA HÍDRICA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA HÍDRICA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;9
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;9
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2018;SISU - Ingresso Edição 1;ENGENHARIA MECÂNICA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
